bank,index,current_label,full_word_target,changed,literal_encoded_bytes,encode_ok,encode_error,width_ok,width_error,review_status
TT6A,11,SL,Soil,True,4,True,,True,,verified or prior target
TT6A,12,VL,Village,True,7,True,,True,,verified or prior target
TT6A,13,DR,Drink,True,5,True,,True,,verified or prior target
TT6A,14,Data,Data,False,4,True,,True,,verified or prior target
TT6A,15,Elder,Elder,False,5,True,,True,,verified or prior target
TT6A,16,Kid,Kid,False,4,True,,True,,verified or prior target
TT6A,17,WL,Well,True,4,True,,True,,verified or prior target
TT6A,18,TRGH,Trough,True,6,True,,True,,verified or prior target
TT6A,19,RP,Rope,True,4,True,,True,,verified or prior target
TT6A,20,Hay,Hay,False,4,True,,True,,verified or prior target
TT6A,21,Water,Water,False,5,True,,True,,verified or prior target
TT6A,22,Hill,Hill,False,4,True,,True,,verified or prior target
TT6A,23,R H,Right house,True,10,True,,True,,verified or prior target
TT6A,24,L HSE,Left house,True,9,True,,True,,verified or prior target
TT6A,25,RV,River,True,5,True,,True,,verified or prior target
TT6A,26,Room,Room,False,4,True,,True,,verified or prior target
TT6A,27,Mary,Mary,False,4,True,,True,,verified or prior target
TT6A,28,BL,Bowl,True,5,True,,True,,verified or prior target
TT6A,29,Mill,Mill,False,4,True,,True,,verified or prior target
TT6A,30,BRC,Bracelet,True,8,True,,True,,verified or prior target
TT6A,31,NECK,Necklace,True,7,True,,True,,verified or prior target
TT6A,32,WT,Wheat,True,5,True,,True,,verified or prior target
TT6A,33,Out,Out,False,4,True,,True,,verified or prior target
TT6A,34,On,On,False,3,True,,True,,verified or prior target
TT6A,35,Down,Down,False,4,True,,True,,verified or prior target
TT6A,36,TOOL,Tools,True,5,True,,True,,verified or prior target
TT6A,37,BD,Stand,True,5,True,,True,,verified or prior target
TT6A,38,ON BD,On stand,True,7,True,,True,,verified or prior target
TT6A,39,Tile,Tile,False,4,True,,True,,verified or prior target
TT6A,40,Kids,Kids,False,5,True,,True,,verified or prior target
TT4,0,SE,Look,True,4,True,,True,,verified or prior target
TT4,1,Talk,Talk,False,4,True,,True,,verified or prior target
TT4,2,Treat,Treat,False,5,True,,True,,verified or prior target
TT4,3,Use,Use,False,4,True,,True,,verified or prior target
TT4,4,S,Silver coin,True,11,True,,True,,reviewed: ぎんか
TT4,5,Move,Move,False,4,True,,True,,verified or prior target
TT4,6,In,In,False,3,True,,True,,verified or prior target
TT4,7,STAT,Statue,True,6,True,,True,,verified or prior target
TT4,8,PRST,Priest,True,6,True,,True,,verified or prior target
TT4,9,HD,Head,True,4,True,,True,,verified or prior target
TT4,10,Slap,Slap,False,4,True,,True,,verified or prior target
TT4,11,Press,Press,False,5,True,,True,,verified or prior target
TT4,12,Chin,Chin,False,4,True,,True,,verified or prior target
TT4,13,Knee,Knee,False,5,True,,True,,verified or prior target
TT4,14,Ears,Ears,False,4,True,,True,,verified or prior target
TT4,15,Eyes,Eyes,False,4,True,,True,,verified or prior target
TT4,16,Nose,Nose,False,4,True,,True,,verified or prior target
TT4,17,Pause,Pause,False,5,True,,True,,verified or prior target
TT4,18,CONT,Continuous,True,9,True,,True,,verified or prior target
TT4,19,O,Olive,True,5,True,,True,,reviewed: おりーぶ
TT4,20,Oil,Oil,False,4,True,,True,,verified or prior target
TT4,21,BL,Bell,True,5,True,,True,,verified or prior target
TT4,22,GV,Give,True,5,True,,True,,verified or prior target
TT4,23,Eat,Eat,False,4,True,,True,,verified or prior target
TT4,24,Lick,Lick,False,4,True,,True,,verified or prior target
TT4,25,Out,Out,False,4,True,,True,,verified or prior target
TT4,26,Area,Area,False,4,True,,True,,verified or prior target
TT4,27,BLD,Building,True,8,True,,True,,verified or prior target
TT4,28,MRCH,Merchant,True,7,True,,True,,verified or prior target
TT4,29,Man,Man,False,4,True,,True,,verified or prior target
TT4,30,BOD,Body,True,5,True,,True,,verified or prior target
TT4,31,SL,Soil,True,4,True,,True,,verified or prior target
TT4,32,BY,Buy,True,4,True,,True,,verified or prior target
TT4,33,H,Herb,True,4,True,,True,,reviewed: やくそう
TT4,34,No,No,False,3,True,,True,,verified or prior target
TT4,35,TMPL,Temple,True,6,True,,True,,verified or prior target
TT4,36,S,South,True,5,True,,True,,reviewed: みなみ
TT4,37,Data,Data,False,4,True,,True,,verified or prior target
TT4,38,DAR,Dario,True,5,True,,True,,verified or prior target
TT4,39,Youth,Youth,False,5,True,,True,,verified or prior target
TT4,40,Up,Up,False,3,True,,True,,verified or prior target
TT4,41,Down,Down,False,4,True,,True,,verified or prior target
TT4,42,LVL,Level,True,5,True,,True,,verified or prior target
TT4,43,Warm,Warm,False,4,True,,True,,verified or prior target
TT4,44,Cool,Cool,False,4,True,,True,,verified or prior target
TT4,45,RB,Massage,True,7,True,,True,,verified or prior target
TT4,46,Crush,Crush,False,5,True,,True,,verified or prior target
TT4,47,Prick,Prick,False,5,True,,True,,verified or prior target
TT4,48,None,None,False,4,True,,True,,verified or prior target
TT4,49,Oil,Oil,False,4,True,,True,,verified or prior target
TT4,50,Wrap,Wrap,False,4,True,,True,,verified or prior target
TT4,51,N,North,True,5,True,,True,,verified or prior target
TT4,52,East,East,False,4,True,,True,,verified or prior target
TT4,53,W,West,True,4,True,,True,,verified or prior target
TT4,54,GRL,Girl,True,5,True,,True,,verified or prior target
TT4,55,MOM,Mother,True,6,True,,True,,verified or prior target
TT4,56,Plant,Plant,False,5,True,,True,,verified or prior target
TT4,57,DOKU,Fish mint,True,8,True,,True,,verified or prior target
TT4,58,JIAO,Jiaogulan,True,8,True,,True,,verified or prior target
TT4,59,Grind,Grind,False,5,True,,True,,verified or prior target
TT4,60,Boil,Boil,False,5,True,,True,,verified or prior target
TT4,61,RD,Road,True,4,True,,True,,verified or prior target
TT4,62,TK,Take,True,4,True,,True,,verified or prior target
TT4,63,SOL,Soldier,True,7,True,,True,,verified or prior target
TT4,64,SP,Spear,True,5,True,,True,,verified or prior target
TT4,65,Swing,Swing,False,5,True,,True,,verified or prior target
TT4,66,BCK,Back,True,5,True,,True,,verified or prior target
TT4,67,Walk,Walk,False,4,True,,True,,verified or prior target
TT4,68,SOCR,Socrates,True,7,True,,True,,verified or prior target
TT4,69,PYTH,Pythagoras,True,9,True,,True,,verified or prior target
TT4,70,Plato,Plato,False,5,True,,True,,verified or prior target
TT4,71,HEROD,Herodotus,True,8,True,,True,,verified or prior target
TT4,72,HOM,Homer,True,5,True,,True,,verified or prior target
TT4,73,Sea,Sea,False,4,True,,True,,verified or prior target
TT4,74,Fish,Fish,False,4,True,,True,,verified or prior target
TT4,75,Kid,Kid,False,4,True,,True,,verified or prior target
TT4,76,NIC,Nicras,True,6,True,,True,,verified or prior target
TT4,77,POL,Polis,True,5,True,,True,,verified or prior target
TT4,78,Aris,Aristotle,True,8,True,,True,,verified or prior target
TT4,79,IMEL,Imelda,True,6,True,,True,,verified or prior target
TT4,80,JAKAR,Jakarta,True,7,True,,True,,verified or prior target
TT4,81,SPAR,Sparta,True,6,True,,True,,verified or prior target
TT4,82,DAEDAL,Daedalus,True,7,True,,True,,verified or prior target
TT4,83,HERAC,Heracles,True,7,True,,True,,verified or prior target
TT4,84,NAPOL,Napoleon,True,7,True,,True,,verified or prior target
TT4,85,GORBY,Gorbachev,True,8,True,,True,,verified or prior target
TT4,86,AGAM,Agamemnon,True,8,True,,True,,verified or prior target
TT4,87,KAN,Kannon,True,6,True,,True,,verified or prior target
TT4,88,PARTSN,Partisan,True,7,True,,True,,verified or prior target
TT4,89,AISNO,Aisnon,True,6,True,,True,,verified or prior target
TT4,90,PARTH,Parthenon,True,8,True,,True,,verified or prior target
TT4,91,STR,Strawberry,True,9,True,,True,,verified or prior target
TT4,92,MEL,Melon,True,5,True,,True,,verified or prior target
TT4,93,Fig,Fig,False,4,True,,True,,verified or prior target
TT4,94,Rice,Rice,False,4,True,,True,,verified or prior target
TT4,95,Pearl,Pearl,False,5,True,,True,,verified or prior target
TT4,96,COFE,Coffee,True,6,True,,True,,verified or prior target
TT5,0,SE,Look,True,4,True,,True,,verified or prior target
TT5,1,Talk,Talk,False,4,True,,True,,verified or prior target
TT5,2,AS,Ask,True,4,True,,True,,verified or prior target
TT5,3,Move,Move,False,4,True,,True,,verified or prior target
TT5,4,George,George,False,6,True,,True,,verified or prior target
TT5,5,BL,Bell,True,5,True,,True,,verified or prior target
TT5,6,Men,Men,False,4,True,,True,,verified or prior target
TT5,7,Area,Area,False,4,True,,True,,verified or prior target
TT5,8,RUIN,Ruins,True,5,True,,True,,verified or prior target
TT5,9,TRACK,Hoofprints,True,9,True,,True,,verified or prior target
TT5,10,N,North,True,5,True,,True,,verified or prior target
TT5,11,East,East,False,4,True,,True,,verified or prior target
TT5,12,W,West,True,4,True,,True,,verified or prior target
TT5,13,GT,Take,True,4,True,,True,,verified or prior target
TT5,14,Open,Open,False,4,True,,True,,verified or prior target
TT5,15,Data,Data,False,4,True,,True,,verified or prior target
TT5,16,Room,Room,False,4,True,,True,,verified or prior target
TT5,17,MN,Money,True,5,True,,True,,verified or prior target
TT5,18,WD,Woods,True,5,True,,True,,verified or prior target
TT5,19,Drawer,Drawer,False,6,True,,True,,verified or prior target
TT5,20,Out,Out,False,4,True,,True,,verified or prior target
TT5,21,Use,Use,False,4,True,,True,,verified or prior target
TT5,22,CT,Cotton,True,6,True,,True,,verified or prior target
TT5,23,YS,Yes,True,4,True,,True,,verified or prior target
TT5,24,No,No,False,3,True,,True,,verified or prior target
TT5,25,OK,Okay,True,4,True,,True,,verified or prior target
TT5,26,Again,Again,False,5,True,,True,,verified or prior target
TT5,27,Schedule,Schedule,False,7,True,,True,,verified or prior target
TT5,28,Call,Call,False,4,True,,True,,verified or prior target
TT5,29,Water,Water,False,5,True,,True,,verified or prior target
TT5,30,COT,Cotton,True,6,True,,True,,verified or prior target
TT5,31,Roof,Roof,False,4,True,,True,,verified or prior target
TT5,32,Wood,Wood,False,4,True,,True,,verified or prior target
TT5,33,Weed,Weed,False,4,True,,True,,verified or prior target
TT5,34,4B,4 cups,True,6,True,,True,,reviewed: 4はい
TT5,35,6B,6 cups,True,6,True,,True,,reviewed: 6ぱい
TT5,36,8B,8 cups,True,6,True,,True,,reviewed: 8ぱい
TT5,37,10B,10 cups,True,7,True,,True,,reviewed: 10ぱい
TT5,38,25,25 baskets,True,10,True,,True,,verified or prior target
TT5,39,26,26 baskets,True,10,True,,True,,verified or prior target
TT5,40,27,27 baskets,True,10,True,,True,,verified or prior target
TT5,41,28,28 baskets,True,10,True,,True,,verified or prior target
TT5,42,1P,1 place,True,7,True,,True,,reviewed: 1かしょ
TT5,43,2P,2 places,True,8,True,,True,,reviewed: 2かしょ
TT5,44,3P,3 places,True,8,True,,True,,reviewed: 3かしょ
TT5,45,4P,4 places,True,8,True,,True,,reviewed: 4かしょ
TT5,46,60 CM,60 centimeters,True,13,True,,True,,verified or prior target
TT5,47,65 CM,65 centimeters,True,13,True,,True,,verified or prior target
TT5,48,70 CM,70 centimeters,True,13,True,,True,,verified or prior target
TT5,49,75 CM,75 centimeters,True,13,True,,True,,verified or prior target
TT5,50,30M,30 minutes,True,10,True,,True,,verified or prior target
TT5,51,60M,60 minutes,True,10,True,,True,,verified or prior target
TT5,52,90M,90 minutes,True,10,True,,True,,verified or prior target
TT5,53,120M,120 minutes,True,11,True,,True,,verified or prior target
TT5,54,TM,Time,True,4,True,,True,,verified or prior target
TT5,55,Trader,Trader,False,6,True,,True,,verified or prior target
TT5,56,Marine,Marine,False,6,True,,True,,verified or prior target
TT5,57,CAV,Cavalry,True,7,True,,True,,verified or prior target
TT5,58,Red,Red,False,4,True,,True,,verified or prior target
TT5,59,WT,White,True,5,True,,True,,verified or prior target
TT5,60,BK,Black,True,5,True,,True,,verified or prior target
TT5,61,DEWI,Madame Dewi,True,10,True,,True,,verified or prior target
TT5,62,STOWE,Mrs. Stowe,True,9,True,,True,,verified or prior target
TT5,63,AKINO,Mrs. Akino,True,9,True,,True,,verified or prior target
TT5,64,MARY,Mrs. Mary,True,8,True,,True,,verified or prior target
TT5,65,Whitney,Whitney,False,7,True,,True,,verified or prior target
TT5,66,KILAU,Kilauea,True,7,True,,True,,verified or prior target
TT5,67,Etna,Etna,False,4,True,,True,,verified or prior target
TT5,68,RUSH,Rushmore,True,7,True,,True,,verified or prior target
TT5,69,OIWA,Oiwake,True,6,True,,True,,verified or prior target
TT5,70,PROJ,Projector,True,8,True,,True,,verified or prior target
TT5,71,Gin,Gin,False,4,True,,True,,verified or prior target
TT5,72,Plow,Plow,False,4,True,,True,,verified or prior target
TT5,73,Camera,Camera,False,6,True,,True,,verified or prior target
TT5,74,AIR,Airplane,True,7,True,,True,,verified or prior target
TT5,75,VCR,VCR,False,4,True,,True,,verified or prior target
TT5,76,BCK,Back,True,5,True,,True,,verified or prior target
TT5,77,ANS,Answer,True,6,True,,True,,verified or prior target
TT5,78,PROB,Problem,True,7,True,,True,,verified or prior target
TT5,79,CW,Cow,True,4,True,,True,,verified or prior target
TT5,80,SHP,Sheep,True,5,True,,True,,verified or prior target
TT5,81,PG,Pig,True,4,True,,True,,verified or prior target
TT5,82,1,One,True,4,True,,True,,verified or prior target
TT5,83,2,Two,True,4,True,,True,,verified or prior target
TT5,84,3,Three,True,5,True,,True,,verified or prior target
TT5,85,4,Four,True,4,True,,True,,verified or prior target
TT5,86,5,Five,True,4,True,,True,,verified or prior target
TT5,87,6,Six,True,4,True,,True,,verified or prior target
TT5,88,7,Seven,True,5,True,,True,,verified or prior target
TT5,89,8,Eight,True,5,True,,True,,verified or prior target
TT5,90,Tens,Tens,False,4,True,,True,,verified or prior target
TT5,91,Ones,Ones,False,4,True,,True,,verified or prior target
TT5,92,0,Zero,True,5,True,,True,,verified or prior target
TT5,93,1,One,True,4,True,,True,,verified or prior target
TT5,94,2,Two,True,4,True,,True,,verified or prior target
TT5,95,3,Three,True,5,True,,True,,verified or prior target
TT5,96,4,Four,True,4,True,,True,,verified or prior target
TT5,97,5,Five,True,4,True,,True,,verified or prior target
TT5,98,6UP,Six up,True,6,True,,True,,verified or prior target
TT5,99,6,Six,True,4,True,,True,,verified or prior target
TT5,100,7,Seven,True,5,True,,True,,verified or prior target
TT5,101,8,Eight,True,5,True,,True,,verified or prior target
TT5,102,9,Nine,True,4,True,,True,,verified or prior target
TT5,103,Pour,Pour,False,4,True,,True,,verified or prior target
TT5,104,End,End,False,4,True,,True,,verified or prior target
TT5,105,Large,Large,False,5,True,,True,,verified or prior target
TT5,106,Medium,Medium,False,6,True,,True,,verified or prior target
TT5,107,SM,Small,True,5,True,,True,,verified or prior target
TT5,108,MANR,Mansion,True,7,True,,True,,verified or prior target
TT5,109,Meyer,Meyer,False,5,True,,True,,verified or prior target
TT5,110,CAVE,Cave,True,4,True,,True,,verified or prior target
TT5,111,STAT,Statue,True,6,True,,True,,verified or prior target
TT5,112,In,In,False,3,True,,True,,verified or prior target
T25,0,SE,Look,True,4,True,,True,,verified or prior target
T25,1,Talk,Talk,False,4,True,,True,,verified or prior target
T25,2,Use,Use,False,4,True,,True,,verified or prior target
T25,3,Move,Move,False,4,True,,True,,verified or prior target
T25,4,SK,Sky,True,4,True,,True,,verified or prior target
T25,5,Soldier,Soldier,False,7,True,,True,,verified or prior target
T25,6,Coffee,Coffee,False,6,True,,True,,verified or prior target
T25,7,OFR,Outside,True,7,True,,True,,verified or prior target
T25,8,Mansion,Mansion,False,7,True,,True,,verified or prior target
T25,9,Room,Room,False,4,True,,True,,verified or prior target
T25,10,WGN,Wagon,True,5,True,,True,,verified or prior target
T25,11,Meyer,Meyer,False,5,True,,True,,verified or prior target
T25,12,George,George,False,6,True,,True,,verified or prior target
T25,13,LINC,Lincoln,True,7,True,,True,,verified or prior target
T25,14,Pot,Pot,False,4,True,,True,,verified or prior target
T25,15,Out,Out,False,4,True,,True,,verified or prior target
T25,16,Wood,Wood,False,4,True,,True,,verified or prior target
T25,17,Hall,Hall,False,4,True,,True,,verified or prior target
T25,18,Area,Area,False,4,True,,True,,verified or prior target
T25,19,Guest,Guest,False,5,True,,True,,verified or prior target
T25,20,Study,Study,False,5,True,,True,,verified or prior target
T25,21,Stair,Stair,False,5,True,,True,,verified or prior target
T25,22,GT,Take,True,4,True,,True,,verified or prior target
T25,23,Open,Open,False,4,True,,True,,verified or prior target
T25,24,Desk,Desk,False,4,True,,True,,verified or prior target
T25,25,Drawer,Drawer,False,6,True,,True,,verified or prior target
T25,26,1ST,First,True,5,True,,True,,verified or prior target
T25,27,2ND,Second,True,6,True,,True,,verified or prior target
T25,28,3RD,Third,True,5,True,,True,,verified or prior target
T25,29,P,Picture,True,7,True,,True,,reviewed: え
T25,30,AS,Ask,True,4,True,,True,,verified or prior target
T25,31,Hide,Hide,False,4,True,,True,,verified or prior target
T25,32,Down,Down,False,4,True,,True,,verified or prior target
T25,33,Up,Up,False,3,True,,True,,verified or prior target
T25,34,On,On,False,3,True,,True,,verified or prior target
T25,35,Boat,Boat,False,5,True,,True,,verified or prior target
T25,36,Coyote,Coyote,False,6,True,,True,,verified or prior target
T25,37,RV,River,True,5,True,,True,,verified or prior target
T25,38,Me,Me,False,3,True,,True,,verified or prior target
T25,39,COY1,Coyote 1,True,8,True,,True,,verified or prior target
T25,40,COY2,Coyote 2,True,8,True,,True,,verified or prior target
T25,41,COY3,Coyote 3,True,8,True,,True,,verified or prior target
