bank,index,full_label,visible_fallback,slot_bytes,representation,technical_route
TT4,7,Statue,STAT,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,8,Priest,PRST,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,9,Head,HD,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,18,Continuous,CONT,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,19,Olive,O,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,21,Bell,BL,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,22,Give,GV,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,27,Building,BLD,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,28,Merchant,MRCH,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,30,Body,BOD,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,31,Soil,SL,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,32,Buy,BY,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,33,Herb,H,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,35,Temple,TMPL,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,38,Dario,DAR,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,42,Level,LVL,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,45,Massage,RB,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,51,North,N,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,53,West,W,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,54,Girl,GRL,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,55,Mother,MOM,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,57,Fish mint,DOKU,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,58,Jiaogulan,JIAO,7,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,61,Road,RD,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,62,Take,TK,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,63,Soldier,SOL,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,64,Spear,SP,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,66,Back,BCK,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,68,Socrates,SOCR,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,69,Pythagoras,PYTH,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,71,Herodotus,HEROD,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,72,Homer,HOM,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,76,Nicras,NIC,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,77,Polis,POL,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,78,Aristotle,ARIS,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,79,Imelda,IMEL,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,80,Jakarta,JAKAR,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,81,Sparta,SPAR,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,82,Daedalus,DAEDAL,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,83,Heracles,HERAC,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,84,Napoleon,NAPOL,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,85,Gorbachev,GORBY,7,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,86,Agamemnon,AGAM,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,87,Kannon,KAN,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,88,Partisan,PARTSN,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,89,Aisnon,AISNO,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,90,Parthenon,PARTH,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,91,Strawberry,STR,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,92,Melon,MEL,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT4,96,Coffee,COFE,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,0,Look,SE,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,2,Ask,AS,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,5,Bell,BL,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,8,Ruins,RUIN,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,9,Hoofprints,TRACK,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,10,North,N,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,12,West,W,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,13,Take,GT,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,17,Money,MN,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,18,Woods,WD,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,22,Cotton,CT,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,23,Yes,YS,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,30,Cotton,COT,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,34,4 cups,4B,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,35,6 cups,6B,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,36,8 cups,8B,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,37,10 cups,10B,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,38,25 baskets,25,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,39,26 baskets,26,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,40,27 baskets,27,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,41,28 baskets,28,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,42,1 place,1P,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,43,2 places,2P,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,44,3 places,3P,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,45,4 places,4P,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,46,60 centimeters,60 CM,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,47,65 centimeters,65 CM,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,48,70 centimeters,70 CM,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,49,75 centimeters,75 CM,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,50,30 minutes,30M,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,51,60 minutes,60M,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,52,90 minutes,90M,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,53,120 minutes,120M,7,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,54,Time,TM,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,57,Cavalry,CAV,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,59,White,WT,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,60,Black,BK,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,61,Madame Dewi,DEWI,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,62,Mrs. Stowe,STOWE,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,63,Mrs. Akino,AKINO,6,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,64,Mrs. Mary,MARY,7,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,66,Kilauea,KILAU,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,68,Rushmore,RUSH,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,69,Oiwake,OIWA,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,70,Projector,PROJ,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,74,Airplane,AIR,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,76,Back,BCK,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,77,Answer,ANS,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,78,Problem,PROB,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,79,Cow,CW,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,80,Sheep,SHP,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,81,Pig,PG,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,84,Three,3,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,88,Seven,7,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,89,Eight,8,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,92,Zero,0,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,93,One,1,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,94,Two,2,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,95,Three,3,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,96,Four,4,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,97,Five,5,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,99,Six,6,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,100,Seven,7,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,101,Eight,8,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,102,Nine,9,2,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,107,Small,SM,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,108,Mansion,MANR,4,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
TT5,111,Statue,STAT,5,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
T25,22,Take,GT,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
T25,37,River,RV,3,literal,requires additional scenario compression savings or safe fixed-record/table relocation; not fitted by current 31-entry dictionary without exceeding bank footprint
